symbol,Year,Month,Day,estimate_EPS,report_EPS,surprise_percent
AIG,2001,4,26,13.24,13.4,1.2085
AIG,2001,2,8,12.96,13.0,0.3086
AIG,2000,10,26,12.13,12.2,0.5771
AIG,2000,7,27,12.23,12.27,0.3271
AIG,2000,4,27,11.48,11.6,1.0453
AIG,2000,2,10,11.19,11.2,0.0894
AIG,1999,10,28,10.7,10.8,0.9346
AIG,1999,7,22,10.57,10.77,1.8921
AIG,1999,4,22,9.9,9.92,0.202
AIG,1999,2,11,9.86,10.13,2.7383
AIG,1998,10,22,9.47,9.49,0.2112
AIG,1998,7,23,9.26,9.53,2.9158
AIG,1998,4,23,8.62,8.6,-0.232
AIG,1998,2,10,8.63,8.96,3.8239
AIG,1997,10,23,8.24,8.39,1.8204
AIG,1997,7,24,7.98,8.2,2.7569
AIG,1997,4,24,7.47,7.59,1.6064
AIG,1997,2,20,7.45,7.63,2.4161
AIG,1996,10,24,7.09,7.25,2.2567
AIG,1996,7,25,6.95,7.25,4.3165
AIG,1996,4,25,6.47,6.54,1.0819
AMD,2024,7,30,0.68,0.69,1.4706
AMD,2024,4,30,0.61,0.62,1.6393
AMD,2024,1,30,0.77,0.77,0.0
AMD,2023,10,31,0.68,0.7,2.9412
AMD,2023,8,1,0.57,0.58,1.7544
AMD,2023,5,2,0.56,0.6,7.1429
AMD,2023,1,31,0.67,0.69,2.9851
AMD,2022,11,1,0.68,0.67,-1.4706
AMD,2022,8,2,1.03,1.05,1.9417
AMD,2022,5,3,0.91,1.13,24.1758
AMD,2022,2,1,0.76,0.92,21.0526
AMD,2021,10,26,0.67,0.73,8.9552
AMD,2021,7,27,0.54,0.63,16.6667
AMD,2021,4,27,0.44,0.52,18.1818
AMD,2021,1,26,0.47,0.52,10.6383
AMD,2020,10,27,0.36,0.41,13.8889
AMD,2020,7,28,0.16,0.18,12.5
AMD,2020,4,28,0.18,0.18,0.0
AMD,2020,1,28,0.31,0.32,3.2258
AMD,2019,10,29,0.18,0.18,0.0
AMD,2019,7,30,0.08,0.08,0.0
AMD,2019,4,30,0.05,0.06,20.0
AMD,2019,1,29,0.08,0.08,0.0
AMD,2018,10,24,0.12,0.13,8.3333
AMD,2018,7,25,0.13,0.14,7.6923
AMD,2018,4,25,0.09,0.11,22.2222
AMD,2018,1,30,0.05,0.08,60.0
AMD,2017,10,24,0.08,0.1,25.0
AMD,2017,7,25,0.0003,0.02,6566.6667
AMD,2017,5,1,-0.04,-0.04,0.0
AMD,2017,1,31,-0.02,-0.01,50.0
AMD,2016,10,20,0.004,0.03,650.0
AMD,2016,7,21,-0.08,-0.05,37.5
AMD,2016,4,21,-0.13,-0.12,7.6923
AMD,2016,1,19,-0.1,-0.1,0.0
AMD,2015,10,15,-0.12,-0.17,-41.6667
AMD,2015,7,16,-0.17,-0.17,0.0
AMD,2015,4,16,-0.05,-0.09,-80.0
AMD,2015,1,20,0.01,-0.09,-1000.0
AMD,2014,10,16,0.04,0.03,-25.0
AMD,2014,7,17,0.03,0.02,-33.3333
AMD,2014,4,17,,0.02,
AMD,2014,1,21,0.05,0.06,20.0
AMD,2013,10,17,0.02,0.04,100.0
AMD,2013,7,18,-0.12,-0.09,25.0
AMD,2013,4,18,-0.18,-0.13,27.7778
AMD,2013,1,22,-0.2,-0.14,30.0
AMD,2012,10,18,-0.15,-0.2,-33.3333
AMD,2012,7,19,0.07,0.06,-14.2857
AMD,2012,4,19,0.09,0.12,33.3333
AMD,2012,1,24,0.16,0.19,18.75
AMD,2011,10,27,0.1,0.15,50.0
AMD,2011,7,21,0.08,0.09,12.5
AMD,2011,4,21,0.05,0.08,60.0
AMD,2011,1,20,0.11,0.14,27.2727
AMD,2010,10,14,0.06,0.15,150.0
AMD,2010,7,15,0.06,0.11,83.3333
AMD,2010,4,15,-0.04,0.09,325.0
AMD,2010,1,21,-0.18,1.52,944.4444
AMD,2009,10,15,-0.42,-0.18,57.1429
AMD,2009,7,21,-0.47,-0.49,-4.2553
AMD,2009,4,21,-0.66,-0.66,0.0
AMD,2009,1,22,-0.54,-0.69,-27.7778
AMD,2008,10,16,-0.4,0.13,132.5
AMD,2008,7,17,-0.52,-0.6,-15.3846
AMD,2008,4,17,-0.51,-0.51,0.0
AMD,2008,1,17,-0.36,-0.17,52.7778
AMD,2007,10,18,-0.62,-0.49,20.9677
AMD,2007,7,19,-0.85,-0.95,-11.7647
AMD,2007,4,19,-0.48,-0.9,-87.5
AMD,2007,1,23,0.1,-0.04,-140.0
AMD,2006,10,18,0.24,0.27,12.5
AMD,2006,7,20,0.22,0.18,-18.1818
AMD,2006,4,12,0.29,0.38,31.0345
AMD,2006,1,18,0.26,0.45,73.0769
AMD,2005,10,11,0.08,0.18,125.0
AMD,2005,7,13,-0.05,0.03,160.0
AMD,2005,4,13,0.02,-0.04,-300.0
AMD,2005,1,18,0.08,0.05,-37.5
AMD,2004,10,7,0.12,0.12,0.0
AMD,2004,7,14,0.09,0.09,0.0
AMD,2004,4,14,0.04,0.12,200.0
AMD,2004,1,20,0.04,0.12,200.0
AMD,2003,10,16,-0.36,-0.09,75.0
AMD,2003,7,16,-0.53,-0.4,24.5283
AMD,2003,4,16,-0.48,-0.42,12.5
AMD,2003,1,16,-0.42,-0.68,-61.9048
AMD,2002,10,16,-0.67,-0.74,-10.4478
AMD,2002,7,17,-0.45,-0.54,-20.0
AMD,2002,4,17,-0.06,-0.03,50.0
AMD,2002,1,16,-0.18,-0.05,72.2222
AMD,2001,10,17,-0.28,-0.28,0.0
AMD,2001,7,12,0.04,0.05,25.0
AMD,2001,4,18,0.33,0.37,12.1212
AMD,2001,1,17,0.55,0.53,-3.6364
AMD,2000,10,11,0.62,0.64,3.2258
AMD,2000,7,19,0.56,0.61,8.9286
AMD,2000,4,12,0.26,0.57,119.2308
AMD,2000,1,20,-0.01,0.11,1200.0
AMD,1999,10,6,-0.46,-0.36,21.7391
AMD,1999,7,14,-0.64,-0.55,14.0625
AMD,1999,4,14,-0.38,-0.4,-5.2632
AMD,1999,1,13,0.09,0.04,-55.5556
AMD,1998,10,6,-0.07,0.01,114.2857
AMD,1998,7,8,-0.11,-0.22,-100.0
AMD,1998,4,7,-0.12,-0.19,-58.3333
AMD,1998,1,13,-0.07,-0.04,42.8571
AMD,1997,10,7,-0.05,-0.11,-120.0
AMD,1997,7,8,0.1,0.04,-60.0
AMD,1997,4,7,-0.01,0.05,600.0
AMD,1997,1,13,-0.1,-0.07,30.0
AMD,1996,10,7,-0.18,-0.12,33.3333
AMD,1996,7,10,-0.11,-0.16,-45.4545
AMD,1996,4,9,0.15,0.09,-40.0
AMGN,2024,8,6,5.01,4.97,-0.7984
AMGN,2024,5,2,3.87,3.96,2.3256
AMGN,2024,2,6,4.61,4.71,2.1692
AMGN,2023,10,31,4.67,4.96,6.2099
AMGN,2023,8,3,4.49,5.0,11.3586
AMGN,2023,4,27,3.85,3.98,3.3766
AMGN,2023,1,31,4.1,4.09,-0.2439
AMGN,2022,11,3,4.44,4.7,5.8559
AMGN,2022,8,4,4.4,4.65,5.6818
AMGN,2022,4,27,4.09,4.25,3.912
AMGN,2022,2,7,4.08,4.36,6.8627
AMGN,2021,11,2,4.27,4.67,9.3677
AMGN,2021,8,3,4.09,4.38,7.0905
AMGN,2021,4,27,4.05,3.7,-8.642
AMGN,2021,2,2,3.39,3.81,12.3894
AMGN,2020,10,28,3.81,4.37,14.6982
AMGN,2020,7,28,3.82,4.25,11.2565
AMGN,2020,4,30,3.76,4.17,10.9043
AMGN,2020,1,30,3.47,3.64,4.8991
AMGN,2019,10,29,3.53,3.66,3.6827
AMGN,2019,7,30,3.59,3.97,10.585
AMGN,2019,4,30,3.48,3.56,2.2989
AMGN,2019,1,29,3.27,3.42,4.5872
AMGN,2018,10,30,3.45,3.69,6.9565
AMGN,2018,7,26,3.54,3.83,8.1921
AMGN,2018,4,24,3.23,3.47,7.4303
AMGN,2018,2,1,3.03,2.89,-4.6205
AMGN,2017,10,25,3.11,3.27,5.1447
AMGN,2017,7,25,3.11,3.27,5.1447
AMGN,2017,4,26,3.0,3.15,5.0
AMGN,2017,2,2,2.79,2.89,3.5842
AMGN,2016,10,27,2.79,3.02,8.2437
AMGN,2016,7,27,2.74,2.84,3.6496
AMGN,2016,4,28,2.6,2.9,11.5385
AMGN,2016,1,28,2.29,2.61,13.9738
AMGN,2015,10,28,2.38,2.72,14.2857
AMGN,2015,7,30,2.43,2.57,5.7613
AMGN,2015,4,21,2.1,2.48,18.0952
AMGN,2015,1,27,2.05,2.16,5.3659
AMGN,2014,10,27,2.11,2.3,9.0047
AMGN,2014,7,29,2.07,2.37,14.4928
AMGN,2014,4,22,1.94,1.87,-3.6082
AMGN,2014,1,28,1.68,1.82,8.3333
AMGN,2013,10,22,1.77,1.94,9.6045
AMGN,2013,7,30,1.74,1.89,8.6207
AMGN,2013,4,23,1.84,1.96,6.5217
AMGN,2013,1,23,1.38,1.4,1.4493
AMGN,2012,10,23,1.47,1.67,13.6054
AMGN,2012,7,26,1.54,1.83,18.8312
AMGN,2012,4,24,1.45,1.61,11.0345
AMGN,2012,1,26,1.22,1.21,-0.8197
AMGN,2011,10,24,1.29,1.4,8.5271
AMGN,2011,7,29,1.28,1.37,7.0313
AMGN,2011,4,20,1.29,1.34,3.876
AMGN,2011,1,24,1.11,1.17,5.4054
AMGN,2010,10,25,1.27,1.36,7.0866
AMGN,2010,7,29,1.3,1.38,6.1538
AMGN,2010,4,21,1.23,1.3,5.6911
AMGN,2010,1,25,1.12,1.05,-6.25
AMGN,2009,10,21,1.27,1.49,17.3228
AMGN,2009,7,27,1.16,1.29,11.2069
AMGN,2009,4,23,1.15,1.08,-6.087
AMGN,2009,1,26,1.07,1.06,-0.9346
AMGN,2008,10,22,1.08,1.23,13.8889
AMGN,2008,7,28,1.02,1.14,11.7647
AMGN,2008,4,24,1.04,1.12,7.6923
AMGN,2008,1,24,0.97,1.0,3.0928
AMGN,2007,10,24,1.03,1.08,4.8544
AMGN,2007,7,26,1.06,1.12,5.6604
AMGN,2007,4,23,1.08,1.08,0.0
AMGN,2007,1,25,0.95,0.9,-5.2632
AMGN,2006,10,23,0.98,1.04,6.1224
AMGN,2006,7,20,0.94,1.05,11.7021
AMGN,2006,4,18,0.89,0.91,2.2472
AMGN,2006,1,26,0.76,0.75,-1.3158
AMGN,2005,10,19,0.82,0.85,3.6585
AMGN,2005,7,19,0.72,0.88,22.2222
AMGN,2005,4,21,0.67,0.72,7.4627
AMGN,2005,1,27,0.61,0.58,-4.918
AMGN,2004,10,20,0.62,0.64,3.2258
AMGN,2004,7,22,0.6,0.62,3.3333
AMGN,2004,4,22,0.55,0.57,3.6364
AMGN,2004,1,22,0.48,0.46,-4.1667
AMGN,2003,10,21,0.51,0.53,3.9216
AMGN,2003,7,22,0.46,0.49,6.5217
AMGN,2003,4,22,0.39,0.42,7.6923
AMGN,2003,1,23,0.35,0.35,0.0
AMGN,2002,10,23,0.32,0.34,6.25
AMGN,2002,7,24,0.35,0.38,8.5714
AMGN,2002,4,25,0.32,0.32,0.0
AMGN,2002,1,23,0.31,0.3,-3.2258
AMGN,2001,10,25,0.29,0.3,3.4483
AMGN,2001,7,26,0.28,0.3,7.1429
AMGN,2001,4,26,0.27,0.28,3.7037
AMGN,2001,1,24,0.25,0.24,-4.0
AMGN,2000,10,26,0.27,0.29,7.4074
AMGN,2000,7,26,0.27,0.28,3.7037
AMGN,2000,4,25,0.25,0.25,0.0
AMGN,2000,1,25,0.25,0.26,4.0
AMGN,1999,10,20,0.24,0.28,16.6667
AMGN,1999,7,12,0.23,0.25,8.6957
AMGN,1999,4,20,0.22,0.23,4.5455
AMGN,1999,1,28,0.21,0.23,9.5238
AMGN,1998,10,27,0.2,0.21,5.0
AMGN,1998,7,22,0.18,0.21,16.6667
AMGN,1998,4,22,0.17,0.18,5.8824
AMGN,1998,1,22,0.17,0.17,0.0
AMGN,1997,10,22,0.17,0.17,0.0
AMGN,1997,7,15,0.18,0.18,0.0
AMGN,1997,4,17,0.16,0.16,0.0
AMGN,1997,1,23,0.16,0.16,0.0
AMGN,1996,10,15,0.15,0.16,6.6667
AMGN,1996,7,18,0.15,0.16,6.6667
AMGN,1996,4,17,0.13,0.13,0.0
AMT,2024,7,30,1.57,1.92,22.293
AMT,2024,4,30,1.78,1.96,10.1124
AMT,2024,2,27,0.94,0.18,-80.8511
AMT,2023,10,26,1.13,1.26,11.5044
AMT,2023,7,27,1.1,1.02,-7.2727
AMT,2023,4,26,1.09,0.72,-33.945
AMT,2023,2,23,1.04,-1.47,-241.3462
AMT,2022,10,27,1.13,1.8,59.292
AMT,2022,7,28,0.96,1.95,103.125
AMT,2022,4,27,1.12,1.56,39.2857
AMT,2022,2,24,1.15,0.99,-13.913
AMT,2021,10,28,1.2,1.58,31.6667
AMT,2021,7,29,1.29,1.65,27.907
AMT,2021,4,29,1.27,1.45,14.1732
AMT,2021,2,25,1.27,0.82,-35.4331
AMT,2020,10,29,1.1,1.04,-5.4545
AMT,2020,7,30,1.03,1.0,-2.9126
AMT,2020,4,29,1.05,0.93,-11.4286
AMT,2020,2,25,1.03,1.26,22.3301
AMT,2019,10,31,0.95,1.12,17.8947
AMT,2019,7,31,0.9,0.96,6.6667
AMT,2019,5,3,0.85,0.89,4.7059
AMT,2019,2,27,0.77,0.62,-19.4805
AMT,2018,10,30,0.81,0.83,2.4691
AMT,2018,7,31,0.81,0.69,-14.8148
AMT,2018,5,1,0.76,0.63,-17.1053
AMT,2018,2,27,0.74,0.8,8.1081
AMT,2017,10,31,0.77,0.69,-10.3896
AMT,2017,7,27,0.74,0.8,8.1081
AMT,2017,4,27,0.66,0.67,1.5152
AMT,2017,2,27,0.58,0.47,-18.9655
AMT,2016,10,27,0.55,0.55,0.0
AMT,2016,7,28,0.55,0.37,-32.7273
AMT,2016,4,29,0.51,0.58,13.7255
AMT,2016,2,26,0.51,0.48,-5.8824
AMT,2015,10,29,0.41,0.18,-56.0976
AMT,2015,7,29,0.5,0.3,-40.0
AMT,2015,4,30,0.53,0.45,-15.0943
AMT,2015,2,23,0.51,0.42,-17.6471
AMT,2014,10,30,0.56,0.5,-10.7143
AMT,2014,7,30,0.54,0.58,7.4074
AMT,2014,5,1,0.5,0.51,2.0
AMT,2014,2,25,0.47,0.25,-46.8085
AMT,2013,10,30,0.53,0.45,-15.0943
AMT,2013,7,31,0.52,0.25,-51.9231
AMT,2013,5,1,0.48,0.43,-10.4167
AMT,2013,2,26,0.42,0.34,-19.0476
AMT,2012,10,31,0.38,0.58,52.6316
AMT,2012,8,1,0.4,0.12,-70.0
AMT,2012,5,3,0.4,0.56,40.0
AMT,2012,2,23,0.3,0.51,70.0
AMT,2011,11,1,0.25,-0.04,-116.0
AMT,2011,8,2,0.23,0.29,26.087
AMT,2011,5,3,0.23,0.23,0.0
AMT,2011,2,23,0.22,0.2,-9.0909
AMT,2010,11,5,0.2,0.23,15.0
AMT,2010,8,3,0.2,0.25,25.0
AMT,2010,5,4,0.18,0.24,33.3333
AMT,2010,2,24,0.18,0.16,-11.1111
AMT,2009,11,3,0.17,0.17,0.0
AMT,2009,7,29,0.16,0.13,-18.75
AMT,2009,4,29,0.14,0.14,0.0
AMT,2009,2,26,0.14,0.2,42.8571
AMT,2008,11,3,0.14,0.15,7.1429
AMT,2008,7,30,0.12,0.12,0.0
AMT,2008,5,2,0.09,0.1,11.1111
AMT,2008,2,25,0.08,-0.01,-112.5
AMT,2007,11,7,0.07,0.14,100.0
AMT,2007,8,2,0.05,-0.05,-200.0
AMT,2007,5,7,0.06,0.05,-16.6667
AMT,2007,2,20,0.04,0.04,0.0
AMT,2006,11,28,0.03,0.01,-66.6667
AMT,2006,8,7,,0.0176,
AMT,2006,4,26,,-0.01,
AMT,2006,2,24,-0.03,-0.13,-333.3333
AMT,2005,11,3,-0.03,-0.06,-100.0
AMT,2005,7,28,-0.08,-0.13,-62.5
AMT,2005,5,4,-0.13,-0.14,-7.6923
AMT,2005,3,30,-0.17,-0.3,-76.4706
AMT,2004,10,28,-0.15,-0.25,-66.6667
AMT,2004,8,2,-0.16,-0.27,-68.75
AMT,2004,4,27,-0.16,-0.19,-18.75
AMT,2004,2,18,-0.16,-0.2,-25.0
AMT,2003,10,30,-0.2,-0.18,10.0
AMT,2003,7,24,-0.39,-0.4,-2.5641
AMT,2003,4,30,-0.29,-0.41,-41.3793
AMT,2003,2,24,-0.29,-0.27,6.8966
AMT,2002,11,8,-0.37,-1.81,-389.1892
AMT,2002,8,8,-0.39,-0.52,-33.3333
AMT,2002,4,30,-0.4,-0.36,10.0
AMT,2002,2,26,-0.63,-0.77,-22.2222
AMT,2001,11,6,-0.49,-0.65,-32.6531
AMT,2001,8,2,-0.54,-0.54,0.0
AMT,2001,5,3,-0.39,-0.38,2.5641
AMT,2001,2,28,-0.34,-0.3,11.7647
AMT,2000,10,27,-0.25,-0.22,12.0
AMT,2000,8,8,-0.31,-0.36,-16.129
AMT,2000,5,9,-0.27,-0.24,11.1111
AMT,2000,3,2,-0.13,-0.11,15.3846
AMT,1999,11,4,-0.11,-0.08,27.2727
AMT,1999,8,16,-0.09,-0.06,33.3333
AMT,1999,5,10,-0.11,-0.07,36.3636
AMT,1999,3,4,-0.07,-0.11,-57.1429
AMT,1998,11,16,-0.08,-0.06,25.0
AMT,1998,6,30,,-0.3533,
AMT,1998,3,31,,-0.0312,
AMZN,2024,8,1,1.03,1.26,22.3301
AMZN,2024,4,30,0.82,0.98,19.5122
AMZN,2024,2,1,0.8,1.0,25.0
AMZN,2023,10,26,0.58,0.94,62.069
AMZN,2023,8,3,0.35,0.65,85.7143
AMZN,2023,4,27,0.21,0.31,47.619
AMZN,2023,2,2,0.18,0.25,38.8889
AMZN,2022,10,27,0.22,0.17,-22.7273
AMZN,2022,7,28,0.14,0.18,28.5714
AMZN,2022,4,28,0.42,0.37,-11.9048
AMZN,2022,2,3,0.18,0.29,61.1111
AMZN,2021,10,28,0.45,0.31,-31.1111
AMZN,2021,7,29,0.62,0.76,22.5806
AMZN,2021,4,29,0.48,0.79,64.5833
AMZN,2021,2,2,0.36,0.7,94.4444
AMZN,2020,10,29,0.37,0.62,67.5676
AMZN,2020,7,30,0.07,0.52,642.8571
AMZN,2020,4,30,0.31,0.25,-19.3548
AMZN,2020,1,30,0.2,0.32,60.0
AMZN,2019,10,24,0.23,0.21,-8.6957
AMZN,2019,7,25,0.28,0.26,-7.1429
AMZN,2019,4,25,0.24,0.35,45.8333
AMZN,2019,1,31,0.28,0.3,7.1429
AMZN,2018,10,25,0.16,0.29,81.25
AMZN,2018,7,26,0.13,0.25,92.3077
AMZN,2018,4,26,0.06,0.16,166.6667
AMZN,2018,2,1,0.09,0.11,22.2222
AMZN,2017,10,26,0.03,0.03,0.0
AMZN,2017,7,27,0.07,0.02,-71.4286
AMZN,2017,4,27,0.05,0.07,40.0
AMZN,2017,2,2,0.07,0.08,14.2857
AMZN,2016,10,27,0.04,0.03,-25.0
AMZN,2016,7,28,0.06,0.09,50.0
AMZN,2016,4,28,0.03,0.05,66.6667
AMZN,2016,1,28,0.08,0.05,-37.5
AMZN,2015,10,22,-0.01,0.01,200.0
AMZN,2015,7,23,-0.01,0.01,200.0
AMZN,2015,4,23,-0.01,-0.01,0.0
AMZN,2015,1,29,0.01,0.02,100.0
AMZN,2014,10,23,-0.04,-0.05,-25.0
AMZN,2014,7,24,-0.01,-0.01,0.0
AMZN,2014,4,24,0.01,0.01,0.0
AMZN,2014,1,30,0.03,0.03,0.0
AMZN,2013,10,24,-0.09,-0.09,0.0
AMZN,2013,7,25,0.05,-0.02,-140.0
AMZN,2013,4,25,0.08,0.01,-87.5
AMZN,2013,1,29,0.01,0.01,0.0
AMZN,2012,10,25,-0.08,-0.01,87.5
AMZN,2012,7,26,0.02,0.01,-50.0
AMZN,2012,4,26,0.07,0.01,-85.7143
AMZN,2012,1,31,0.01,0.02,100.0
AMZN,2011,10,25,0.01,0.01,0.0
AMZN,2011,7,26,0.02,0.02,0.0
AMZN,2011,4,26,0.03,0.02,-33.3333
AMZN,2011,1,27,0.04,0.05,25.0
AMZN,2010,10,21,0.02,0.03,50.0
AMZN,2010,7,22,0.03,0.02,-33.3333
AMZN,2010,4,22,0.03,0.03,0.0
AMZN,2010,1,28,0.04,0.04,0.0
AMZN,2009,10,22,0.02,0.02,0.0
AMZN,2009,7,23,0.02,0.02,0.0
AMZN,2009,4,23,0.02,0.02,0.0
AMZN,2009,1,29,0.02,0.03,50.0
AMZN,2008,10,22,0.01,0.01,0.0
AMZN,2008,7,23,0.01,0.02,100.0
AMZN,2008,4,23,0.02,0.02,0.0
AMZN,2008,1,30,0.02,0.02,0.0
AMZN,2007,10,23,0.01,0.01,0.0
AMZN,2007,7,24,0.01,0.01,0.0
AMZN,2007,4,24,0.01,0.01,0.0
AMZN,2007,2,1,0.01,0.01,0.0
AMZN,2006,10,24,0.03,0.05,66.6667
AMZN,2006,7,25,0.06,0.05,-16.6667
AMZN,2006,4,25,0.01,0.01,0.0
AMZN,2006,2,2,0.01,0.02,100.0
AMZN,2005,10,25,0.1,0.07,-30.0
AMZN,2005,7,26,0.01,0.01,0.0
AMZN,2005,4,26,0.01,0.01,0.0
AMZN,2005,2,2,0.02,0.02,0.0
AMZN,2004,10,21,0.01,0.01,0.0
AMZN,2004,7,22,0.01,0.01,0.0
AMZN,2004,4,22,0.01,0.01,0.0
AMZN,2004,1,27,0.01,0.01,0.0
AMZN,2003,10,21,0.1,0.01,-90.0
AMZN,2003,7,22,0.06,0.01,-83.3333
AMZN,2003,4,24,0.04,0.01,-75.0
AMZN,2003,1,23,0.01,0.01,0.0
AMZN,2002,10,24,-0.04,-0.0924,-131.0
AMZN,2002,7,23,-0.06,-0.01,83.3333
AMZN,2002,4,23,-0.09,-0.01,88.8889
AMZN,2002,1,22,-0.07,0.09,228.5714
AMZN,2001,10,23,-0.01,-0.01,0.0
AMZN,2001,7,23,-0.01,-0.01,0.0
AMZN,2001,4,24,-0.01,-0.01,0.0
AMZN,2001,1,30,-0.01,-0.01,0.0
AMZN,2000,10,24,-0.01,-0.01,0.0
AMZN,2000,7,26,-0.02,-0.02,0.0
AMZN,2000,4,26,-0.02,-0.02,0.0
AMZN,2000,2,2,-0.02,-0.03,-50.0
AMZN,1999,10,27,-0.01,-0.01,0.0
AMZN,1999,7,21,-0.01,-0.01,0.0
AMZN,1999,4,28,-0.01,-0.01,0.0
AMZN,1999,1,26,-0.09,-0.07,22.2222
AMZN,1998,10,28,-0.1,-0.08,20.0
AMZN,1998,7,22,-0.07,-0.07,0.0
AMZN,1998,4,27,-0.04,-0.03,25.0
AMZN,1998,1,22,-0.04,-0.03,25.0
AMZN,1997,10,27,-0.03,-0.03,0.0
AMZN,1997,7,10,-0.03,-0.02,33.3333
AVGO,2024,9,5,1.2,1.24,3.3333
AVGO,2024,6,12,1.084,1.096,1.107
AVGO,2024,3,7,1.029,1.099,6.8027
AVGO,2023,12,7,1.098,1.106,0.7286
AVGO,2023,8,31,1.042,1.054,1.1516
AVGO,2023,6,1,1.008,1.032,2.381
AVGO,2023,3,2,1.01,1.033,2.2772
AVGO,2022,12,8,1.028,1.045,1.6537
AVGO,2022,9,1,0.956,0.973,1.7782
AVGO,2022,5,26,0.871,0.907,4.1332
AVGO,2022,3,3,0.808,0.839,3.8366
AVGO,2021,12,9,0.774,0.781,0.9044
AVGO,2021,9,2,0.688,0.696,1.1628
AVGO,2021,6,3,0.643,0.662,2.9549
AVGO,2021,3,4,0.656,0.661,0.7622
AVGO,2020,12,10,0.625,0.635,1.6
AVGO,2020,9,3,0.524,0.54,3.0534
AVGO,2020,6,4,0.514,0.514,0.0
AVGO,2020,3,12,0.533,0.525,-1.5009
AVGO,2019,12,12,0.535,0.539,0.7477
AVGO,2019,9,12,0.513,0.516,0.5848
AVGO,2019,6,13,0.516,0.521,0.969
AVGO,2019,3,14,0.523,0.555,6.1185
AVGO,2018,12,6,0.558,0.585,4.8387
AVGO,2018,9,6,0.483,0.498,3.1056
AVGO,2018,6,7,0.476,0.488,2.521
AVGO,2018,3,15,0.505,0.512,1.3861
AVGO,2017,12,6,0.452,0.459,1.5487
AVGO,2017,8,24,0.403,0.41,1.737
AVGO,2017,6,1,0.35,0.369,5.4286
AVGO,2017,3,1,0.348,0.363,4.3103
AVGO,2016,12,8,0.338,0.347,2.6627
AVGO,2016,9,1,0.276,0.289,4.7101
AVGO,2016,6,2,0.238,0.253,6.3025
AVGO,2016,3,3,0.23,0.241,4.7826
AVGO,2015,12,2,0.238,0.251,5.4622
AVGO,2015,8,26,0.214,0.224,4.6729
AVGO,2015,5,28,0.201,0.213,5.9701
AVGO,2015,2,25,0.194,0.209,7.732
AVGO,2014,12,3,0.169,0.199,17.7515
AVGO,2014,8,28,0.105,0.126,20.0
AVGO,2014,5,29,0.076,0.085,11.8421
AVGO,2014,2,25,0.078,0.084,7.6923
AVGO,2013,12,4,0.082,0.089,8.5366
AVGO,2013,8,27,0.063,0.067,6.3492
AVGO,2013,5,29,0.052,0.054,3.8462
AVGO,2013,2,26,0.055,0.058,5.4545
AVGO,2012,11,29,0.067,0.071,5.9701
AVGO,2012,8,16,0.063,0.066,4.7619
AVGO,2012,5,22,0.059,0.061,3.3898
AVGO,2012,2,22,0.056,0.057,1.7857
AVGO,2011,12,1,0.067,0.069,2.9851
AVGO,2011,8,23,0.063,0.064,1.5873
AVGO,2011,5,24,0.06,0.06,0.0
AVGO,2011,2,23,0.057,0.062,8.7719
AVGO,2010,12,2,0.061,0.061,0.0
AVGO,2010,8,24,0.053,0.058,9.434
AVGO,2010,5,26,0.043,0.045,4.6512
AVGO,2010,2,24,0.03,0.034,13.3333
AVGO,2009,12,3,0.024,0.028,16.6667
AVGO,2009,9,4,,0.0009,
AXP,2024,7,19,3.24,3.49,7.716
AXP,2024,4,19,2.96,3.33,12.5
AXP,2024,1,26,2.64,2.62,-0.7576
AXP,2023,10,20,2.94,3.3,12.2449
AXP,2023,7,21,2.81,2.89,2.847
AXP,2023,4,20,2.66,2.4,-9.7744
AXP,2023,1,27,2.22,2.07,-6.7568
AXP,2022,10,21,2.41,2.47,2.4896
AXP,2022,7,22,2.41,2.57,6.639
AXP,2022,4,22,2.44,2.73,11.8852
AXP,2022,1,25,1.87,2.18,16.5775
AXP,2021,10,22,1.8,2.27,26.1111
AXP,2021,7,23,1.67,2.8,67.6647
AXP,2021,4,23,1.61,2.74,70.1863
AXP,2021,1,26,1.31,1.76,34.3511
AXP,2020,10,23,1.35,1.3,-3.7037
AXP,2020,7,24,-0.11,0.29,363.6364
AXP,2020,4,24,1.43,0.41,-71.3287
AXP,2020,1,24,2.01,2.03,0.995
AXP,2019,10,18,2.03,2.08,2.4631
AXP,2019,7,19,2.04,2.07,1.4706
AXP,2019,4,18,1.99,2.01,1.005
AXP,2019,1,17,1.8,1.74,-3.3333
AXP,2018,10,18,1.77,1.88,6.2147
AXP,2018,7,18,1.82,1.84,1.0989
AXP,2018,4,18,1.71,1.86,8.7719
AXP,2018,1,18,1.54,1.58,2.5974
AXP,2017,10,18,1.48,1.5,1.3514
AXP,2017,7,19,1.43,1.47,2.7972
AXP,2017,4,19,1.28,1.34,4.6875
AXP,2017,1,19,0.98,0.88,-10.2041
AXP,2016,10,19,0.97,1.2,23.7113
AXP,2016,7,20,1.95,2.1,7.6923
AXP,2016,4,20,1.35,1.43,5.9259
AXP,2016,1,21,1.12,1.23,9.8214
AXP,2015,10,21,1.31,1.24,-5.3435
AXP,2015,7,22,1.32,1.42,7.5758
AXP,2015,4,16,1.37,1.48,8.0292
AXP,2015,1,21,1.38,1.22,-11.5942
AXP,2014,10,15,1.36,1.4,2.9412
